Unnamed: 0,regionno,regionname,year,gdpcap,sec.agriculture,sec.energy,sec.industry,sec.construction,sec.services.venta,sec.services.nonventa,school.illit,school.prim,school.med,school.high,school.post.high,popdens,invest
81,2,Andalucia,1992,5.64124535846901,,,,,,,,,,,,,24.318729400634798
82,2,Andalucia,1993,5.53491849008542,,,,,,,,,,,,,21.183673858642603
83,2,Andalucia,1994,5.638817288949809,,,,,,,,,,,,,20.268390655517603
84,2,Andalucia,1995,5.72072268553851,,,,,,,,,,,,,22.1725749969482
85,2,Andalucia,1996,5.9959296123261705,,,,,,,,,,,,,
86,2,Andalucia,1997,6.300985537335321,,,,,,,,,,,,,
87,3,Aragon,1955,2.28877455736698,,,,,,,,,,,,,
88,3,Aragon,1956,2.44515862202038,,,,,,,,,,,,,
89,3,Aragon,1957,2.60339893296391,,,,,,,,,,,,,
90,3,Aragon,1958,2.63903175752798,,,,,,,,,,,,,
91,3,Aragon,1959,2.67709221577038,,,,,,,,,,,,,
92,3,Aragon,1960,2.8814623608517005,,,,,,,,,,,,,
93,3,Aragon,1961,3.0995429702841606,25.0699996948242,6.90999984741211,21.6599998474121,6.800000190734861,32.8499984741211,6.71000003814697,,,,,,,
94,3,Aragon,1962,3.3591831864305495,,,,,,,,,,,,,
95,3,Aragon,1963,3.61418169724945,25.3400001525879,6.07999992370605,21.7299995422363,7.53000020980835,33.3499984741211,5.96000003814697,,,,,,,
96,3,Aragon,1964,3.68009129785463,,,,,,,77.6694641113281,722.28515625,36.2118072509766,14.2490568161011,8.3411340713501,,21.2724781036377
97,3,Aragon,1965,3.7452869911052202,21.020000457763697,6.26999998092651,23.600000381469698,8.28999996185303,34.2299995422363,6.599999904632571,75.8038024902344,723.77685546875,38.2993583679199,14.8717565536499,8.45247268676758,,22.767896652221697
98,3,Aragon,1966,3.88331910400042,,,,,,,73.9733581542969,726.22314453125,40.6244239807129,15.5857191085815,8.57572555541992,,21.4764251708984
99,3,Aragon,1967,4.01613812417992,18.479999542236303,6.07999992370605,23.3799991607666,8.43000030517578,35.709999084472706,7.92999982833862,72.1775436401367,730.974853515625,43.327762603759794,16.3962135314941,8.74120998382568,,19.729175567627
100,3,Aragon,1968,4.24364488215421,,,,,,,70.41575622558591,733.1019897460941,49.993724822998,17.2527370452881,8.76598262786865,,20.584880828857397
101,3,Aragon,1969,4.47622090535517,18.7199993133545,6.050000190734861,23.530000686645497,8.10999965667725,35.310001373291,8.27999973297119,68.6874313354492,735.111572265625,56.8352546691895,18.1945724487305,9.22996997833252,24.0400009155273,23.6340599060059
102,3,Aragon,1970,4.5962580201694605,,,,,,,,,,,,,24.9269580841064
103,3,Aragon,1971,4.72372186350775,,,,,,,,,,,,,22.161314010620103
104,3,Aragon,1972,5.00128538191097,,,,,,,,,,,,,21.9001197814941
105,3,Aragon,1973,5.28349060564169,,,,,,,,,,,,,22.707145690918
106,3,Aragon,1974,5.44237378187705,,,,,,,,,,,,,25.394905090332
107,3,Aragon,1975,5.600971046497881,,,,,,,,,,,,,25.422359466552702
108,3,Aragon,1976,5.73657508987388,,,,,,,,,,,,,26.061880111694304
109,3,Aragon,1977,5.86639552482773,,,,,,,,,,,,,22.859992980957
110,3,Aragon,1978,5.925021352716191,,,,,,,,,,,,,21.286657333374
111,3,Aragon,1979,5.95279923509578,,,,,,,,,,,,,20.492244720459002
112,3,Aragon,1980,5.9747215953087105,,,,,,,,,,,,,20.729803085327102
113,3,Aragon,1981,6.011139587210571,,,,,,,,,,,,,20.8206253051758
114,3,Aragon,1982,6.1336047715440705,,,,,,,,,,,,,26.4890670776367
115,3,Aragon,1983,6.26085418117145,,,,,,,,,,,,,17.5623760223389
116,3,Aragon,1984,6.372893615914429,,,,,,,,,,,,,18.1013278961182
117,3,Aragon,1985,6.495501320214309,,,,,,,,,,,,,19.533239364624
118,3,Aragon,1986,6.92652092426717,,,,,,,,,,,,,18.325876235961896
119,3,Aragon,1987,7.358611825192799,,,,,,,,,,,,,19.5995044708252
120,3,Aragon,1988,7.80277028828817,,,,,,,,,,,,,20.0823040008545
121,3,Aragon,1989,8.242645307255959,,,,,,,,,,,,,22.157751083374
122,3,Aragon,1990,8.45829762924879,,,,,,,,,,,,,22.210424423217802
123,3,Aragon,1991,8.6682378207231,,,,,,,,,,,,,22.0179557800293
124,3,Aragon,1992,8.46686626086743,,,,,,,,,,,,,22.865404129028303
125,3,Aragon,1993,8.25692694107487,,,,,,,,,,,,,21.5592422485352
126,3,Aragon,1994,8.57397851450925,,,,,,,,,,,,,21.9211864471436
127,3,Aragon,1995,8.84675824345946,,,,,,,,,,,,,20.6667442321777
128,3,Aragon,1996,9.09668683529036,,,,,,,,,,,,,
129,3,Aragon,1997,9.51870894030277,,,,,,,,,,,,,
130,4,Principado De Asturias,1955,2.50292780466742,,,,,,,,,,,,,
131,4,Principado De Asturias,1956,2.61553840887816,,,,,,,,,,,,,
132,4,Principado De Asturias,1957,2.72579263939377,,,,,,,,,,,,,
133,4,Principado De Asturias,1958,2.7518565775291903,,,,,,,,,,,,,
134,4,Principado De Asturias,1959,2.77742082410048,,,,,,,,,,,,,
135,4,Principado De Asturias,1960,2.96729511957242,,,,,,,,,,,,,
136,4,Principado De Asturias,1961,3.1438873822741495,14.119999885559098,21.3600006103516,22.0799999237061,9.02999973297119,28.4599990844727,4.949999809265139,,,,,,,
137,4,Principado De Asturias,1962,3.37353608023266,,,,,,,,,,,,,
138,4,Principado De Asturias,1963,3.59725799604131,15.1700000762939,19.0400009155273,22.3600006103516,8.96000003814697,29.7099990844727,4.769999980926509,,,,,,,
139,4,Principado De Asturias,1964,3.67259352726788,,,,,,,29.012674331665,668.60009765625,37.5539970397949,12.838385581970199,5.938287734985349,,21.048454284668
140,4,Principado De Asturias,1965,3.74335883107059,12.1000003814697,18.4699993133545,24.4099998474121,9.5600004196167,30.030000686645497,5.42999982833862,30.044288635253896,668.96533203125,39.887912750244105,13.502683639526401,6.10620307922363,,22.6595020294189
141,4,Principado De Asturias,1966,3.9093828242154,,,,,,,31.0444412231445,670.01220703125,42.4897613525391,14.2605600357056,6.28775262832642,,22.340934753418
142,4,Principado De Asturias,1967,4.07312213948916,10.5600004196167,18.3099994659424,24.7999992370605,8.68000030517578,31.1700000762939,6.48000001907349,32.013767242431605,672.922668457031,45.5107574462891,15.119030952453599,6.50611162185669,,21.4814567565918
143,4,Principado De Asturias,1968,4.30862614169389,,,,,,,32.9529037475586,672.704772949219,52.7372436523438,16.0334854125977,6.62471008300781,,23.0380535125732
144,4,Principado De Asturias,1969,4.5497001902916105,9.85999965667725,16.0599994659424,26.9799995422363,8.80000019073486,31.3899993896484,6.90999984741211,33.8624610900879,672.251281738281,60.211219787597706,17.0420017242432,7.08396434783936,98.73999786376949,26.0494537353516
145,4,Principado De Asturias,1970,4.631605151039441,,,,,,,,,,,,,23.937179565429698
146,4,Principado De Asturias,1971,4.69965734539016,,,,,,,,,,,,,21.747863769531197
147,4,Principado De Asturias,1972,5.02256487683207,,,,,,,,,,,,,21.0096817016602
148,4,Principado De Asturias,1973,5.34561536408124,,,,,,,,,,,,,22.8314018249512
149,4,Principado De Asturias,1974,5.50249933821921,,,,,,,,,,,,,24.347826004028303
150,4,Principado De Asturias,1975,5.65195658383319,,,,,,,,,,,,,23.0620956420898
151,4,Principado De Asturias,1976,5.59225945907196,,,,,,,,,,,,,20.9734210968018
152,4,Principado De Asturias,1977,5.53870333225105,,,,,,,,,,,,,22.2392463684082
153,4,Principado De Asturias,1978,5.61461025086582,,,,,,,,,,,,,19.3666744232178
154,4,Principado De Asturias,1979,5.704298893814941,,,,,,,,,,,,,18.1282520294189
155,4,Principado De Asturias,1980,5.79698655783058,,,,,,,,,,,,,16.1302757263184
156,4,Principado De Asturias,1981,5.935661100176739,,,,,,,,,,,,,15.483533859252901
157,4,Principado De Asturias,1982,5.84975729939325,,,,,,,,,,,,,17.848123550415
158,4,Principado De Asturias,1983,5.769066155484589,,,,,,,,,,,,,17.3350830078125
159,4,Principado De Asturias,1984,5.887318066071519,,,,,,,,,,,,,15.7501068115234
160,4,Principado De Asturias,1985,6.01128254301784,,,,,,,,,,,,,16.3055534362793
161,4,Principado De Asturias,1986,6.23479002511559,,,,,,,,,,,,,19.2548580169678
162,4,Principado De Asturias,1987,6.4652958041564,,,,,,,,,,,,,21.5103187561035
163,4,Principado De Asturias,1988,6.68816042096231,,,,,,,,,,,,,21.1311721801758
164,4,Principado De Asturias,1989,6.913524585191059,,,,,,,,,,,,,20.3636207580566
165,4,Principado De Asturias,1990,6.98314755005824,,,,,,,,,,,,,22.212276458740202
166,4,Principado De Asturias,1991,7.0406310390111795,,,,,,,,,,,,,23.6604309082031
167,4,Principado De Asturias,1992,6.92280756000518,,,,,,,,,,,,,20.540019989013697
168,4,Principado De Asturias,1993,6.79834317357429,,,,,,,,,,,,,18.5378379821777
169,4,Principado De Asturias,1994,6.95415585083949,,,,,,,,,,,,,18.6073780059814
170,4,Principado De Asturias,1995,7.11646691556319,,,,,,,,,,,,,18.4219799041748
171,4,Principado De Asturias,1996,7.21722373755378,,,,,,,,,,,,,
172,4,Principado De Asturias,1997,7.475721396844209,,,,,,,,,,,,,
173,5,Baleares (Islas),1955,3.1439588601777797,,,,,,,,,,,,,
174,5,Baleares (Islas),1956,3.34775783579134,,,,,,,,,,,,,
175,5,Baleares (Islas),1957,3.5496286513702597,,,,,,,,,,,,,
176,5,Baleares (Islas),1958,3.64267348698363,,,,,,,,,,,,,
177,5,Baleares (Islas),1959,3.7348616773555805,,,,,,,,,,,,,
178,5,Baleares (Islas),1960,4.0588405056702594,,,,,,,,,,,,,
179,5,Baleares (Islas),1961,4.36025410848017,16.3400001525879,2.14000010490417,22.1599998474121,7.05999994277954,45.380001068115206,6.92999982833862,,,,,,,
180,5,Baleares (Islas),1962,4.646172696472879,,,,,,,,,,,,,
181,5,Baleares (Islas),1963,4.91152526105822,15.8000001907349,1.9400000572204599,20.090000152587898,8.14999961853027,48.290000915527294,5.73000001907349,,,,,,,
182,5,Baleares (Islas),1964,5.05069971288895,,,,,,,48.078617095947294,294.38134765625,14.7882413864136,5.30359840393066,3.35199999809265,,14.179034233093299
183,5,Baleares (Islas),1965,5.184661507844861,12.5100002288818,2.14000010490417,18.7900009155273,8.88000011444092,52.0999984741211,5.57999992370605,48.017120361328104,296.678833007812,16.258171081543,5.51208782196045,3.4664685726165803,,19.0025005340576
184,5,Baleares (Islas),1966,5.466795253671941,,,,,,,47.9492034912109,299.291717529297,17.904066085815398,5.75198602676392,3.5897774696350098,,26.2534103393555
185,5,Baleares (Islas),1967,5.73764638674664,11.0100002288818,2.11999988555908,16.5300006866455,8.60000038146973,54.779998779296896,6.96000003814697,47.875038146972706,302.80609130859403,19.802547454834002,6.02474308013916,3.7353618144989,,29.701530456543
186,5,Baleares (Islas),1968,6.16145369598642,,,,,,,47.7947998046875,304.936309814453,23.6700248718262,6.31135892868042,3.8247258663177504,,30.761695861816396
187,5,Baleares (Islas),1969,6.58169103261233,9.98999977111816,2.03999996185303,13.720000267028801,8.77999973297119,58.209999084472706,7.26999998092651,47.708656311035206,306.78741455078097,27.848173141479503,6.62585115432739,4.11259126663208,104.16999816894501,26.752099990844698
188,5,Baleares (Islas),1970,6.8870324333951505,,,,,,,,,,,,,26.4437465667725
189,5,Baleares (Islas),1971,7.16866626973767,,,,,,,,,,,,,23.7412166595459
190,5,Baleares (Islas),1972,7.5706937387309,,,,,,,,,,,,,23.8075218200684
191,5,Baleares (Islas),1973,7.95629785184144,,,,,,,,,,,,,23.1038875579834
192,5,Baleares (Islas),1974,7.97272207940588,,,,,,,,,,,,,23.3105583190918
193,5,Baleares (Islas),1975,7.9741498941150795,,,,,,,,,,,,,22.3685703277588
194,5,Baleares (Islas),1976,8.03484683784544,,,,,,,,,,,,,19.8859233856201
195,5,Baleares (Islas),1977,8.080548240402301,,,,,,,,,,,,,18.087942123413104
196,5,Baleares (Islas),1978,8.041987654754891,,,,,,,,,,,,,17.650239944458
197,5,Baleares (Islas),1979,8.00485575549843,,,,,,,,,,,,,17.838848114013697
198,5,Baleares (Islas),1980,8.25978257049325,,,,,,,,,,,,,18.2605838775635
199,5,Baleares (Islas),1981,8.53113361305252,,,,,,,,,,,,,14.8526191711426
200,5,Baleares (Islas),1982,8.7225078548986,,,,,,,,,,,,,13.5585250854492
201,5,Baleares (Islas),1983,8.92530722946346,,,,,,,,,,,,,11.621108055114698
202,5,Baleares (Islas),1984,9.275921165381321,,,,,,,,,,,,,10.135469436645499
203,5,Baleares (Islas),1985,9.652241867836869,,,,,,,,,,,,,11.3290481567383
204,5,Baleares (Islas),1986,10.2577834904313,,,,,,,,,,,,,16.519567489624
205,5,Baleares (Islas),1987,10.8233358409874,,,,,,,,,,,,,21.2754974365234
206,5,Baleares (Islas),1988,11.1203945217661,,,,,,,,,,,,,25.113958358764602
207,5,Baleares (Islas),1989,11.408168920208098,,,,,,,,,,,,,24.8808898925781
208,5,Baleares (Islas),1990,11.5124246727498,,,,,,,,,,,,,23.360876083374
209,5,Baleares (Islas),1991,11.679519962767301,,,,,,,,,,,,,20.807407379150398
210,5,Baleares (Islas),1992,11.3196226161945,,,,,,,,,,,,,18.028039932251
211,5,Baleares (Islas),1993,10.9697225876312,,,,,,,,,,,,,14.9990978240967
212,5,Baleares (Islas),1994,11.4195940529268,,,,,,,,,,,,,17.089862823486303
213,5,Baleares (Islas),1995,11.7737792689812,,,,,,,,,,,,,17.896915435790998
214,5,Baleares (Islas),1996,11.9265920534981,,,,,,,,,,,,,
215,5,Baleares (Islas),1997,12.3500428449015,,,,,,,,,,,,,
216,6,Canarias,1955,1.9143815791051901,,,,,,,,,,,,,
217,6,Canarias,1956,2.07183672271092,,,,,,,,,,,,,
218,6,Canarias,1957,2.22607819361879,,,,,,,,,,,,,
219,6,Canarias,1958,2.22086553674397,,,,,,,,,,,,,
220,6,Canarias,1959,2.2134390261404104,,,,,,,,,,,,,
221,6,Canarias,1960,2.3576836148795697,,,,,,,,,,,,,
222,6,Canarias,1961,2.4457297914881497,26.2099990844727,9.53999996185303,9.78999996185303,6.17999982833862,40.22999954223629,8.060000419616701,,,,,,,
223,6,Canarias,1962,2.64824325443846,,,,,,,,,,,,,
224,6,Canarias,1963,2.84475867525573,23.9099998474121,8.42000007629395,9.85000038146973,6.80999994277954,43.9900016784668,7.01999998092651,,,,,,,
225,6,Canarias,1964,2.95115680362251,,,,,,,134.97756958007798,505.94259643554705,33.264656066894496,10.270918846130401,5.27583169937134,,17.0259399414062
226,6,Canarias,1965,3.05419873932504,19.4300003051758,8.0,10.0500001907349,8.68000030517578,46.1500015258789,7.699999809265139,132.24661254882798,512.223693847656,36.6822166442871,10.887195587158198,5.4749860763549805,,20.9989643096924
227,6,Canarias,1966,3.2317908209959,,,,,,,129.56369018554702,518.962585449219,40.5098114013672,11.587664604187,5.68915796279907,,26.6728916168213
228,6,Canarias,1967,3.40338464261327,16.1800003051758,6.92000007629395,9.829999923706051,10.3999996185303,47.0900001525879,9.59000015258789,126.92797088623001,527.237548828125,44.923221588134794,12.379798889160199,5.93983459472656,,30.120325088501
229,6,Canarias,1968,3.66031153138724,,,,,,,124.338722229004,532.043151855469,53.8288078308105,13.2286462783813,6.10211324691772,,32.150463104248
230,6,Canarias,1969,3.91288219060737,13.9899997711182,6.21000003814697,9.5600004196167,11.279999732971199,48.9300003051758,10.039999961853,121.79515838623001,536.16015625,63.476222991943395,14.1668691635132,6.5828104019165,148.25,28.756898880004897
231,6,Canarias,1970,4.22493554087783,,,,,,,,,,,,,23.9603977203369
232,6,Canarias,1971,4.49357347398511,,,,,,,,,,,,,23.423873901367198
233,6,Canarias,1972,4.781919259815281,,,,,,,,,,,,,27.6821231842041
234,6,Canarias,1973,5.054912986635519,,,,,,,,,,,,,26.5648536682129
235,6,Canarias,1974,4.967794933172,,,,,,,,,,,,,23.0051422119141
236,6,Canarias,1975,4.88153374287034,,,,,,,,,,,,,20.599346160888697
237,6,Canarias,1976,4.94844316244466,,,,,,,,,,,,,18.8343353271484
238,6,Canarias,1977,5.0079262893358605,,,,,,,,,,,,,20.2992210388184
239,6,Canarias,1978,5.0409168285902695,,,,,,,,,,,,,19.8448696136475
240,6,Canarias,1979,5.23350488727551,,,,,,,,,,,,,18.7241382598877
241,6,Canarias,1980,5.43708921125772,,,,,,,,,,,,,18.553279876709002
242,6,Canarias,1981,5.65824053758078,,,,,,,,,,,,,16.641674041748
243,6,Canarias,1982,5.68730371470317,,,,,,,,,,,,,16.3411331176758
244,6,Canarias,1983,5.71986582237664,,,,,,,,,,,,,14.9887752532959
245,6,Canarias,1984,5.80134235154353,,,,,,,,,,,,,15.761590003967301
246,6,Canarias,1985,5.88560390390692,,,,,,,,,,,,,19.1585693359375
247,6,Canarias,1986,6.25678386323216,,,,,,,,,,,,,19.649713516235398
248,6,Canarias,1987,6.612681933928481,,,,,,,,,,,,,20.7193813323975
249,6,Canarias,1988,6.97700655211792,,,,,,,,,,,,,24.314439773559602
250,6,Canarias,1989,7.33790328181903,,,,,,,,,,,,,25.859371185302702
251,6,Canarias,1990,7.34504409872849,,,,,,,,,,,,,25.5112228393555
252,6,Canarias,1991,7.34718669247403,,,,,,,,,,,,,22.896217346191396
253,6,Canarias,1992,7.22007980281304,,,,,,,,,,,,,20.1320972442627
254,6,Canarias,1993,7.09218796373469,,,,,,,,,,,,,17.6260604858398
255,6,Canarias,1994,7.410740137304519,,,,,,,,,,,,,19.9668464660645
256,6,Canarias,1995,7.61639514128776,,,,,,,,,,,,,19.6725215911865
257,6,Canarias,1996,7.817051922107081,,,,,,,,,,,,,
258,6,Canarias,1997,8.06055447606487,,,,,,,,,,,,,
259,7,Cantabria,1955,2.5594116925716497,,,,,,,,,,,,,
260,7,Cantabria,1956,2.6938731790916903,,,,,,,,,,,,,
261,7,Cantabria,1957,2.8203369855404,,,,,,,,,,,,,
262,7,Cantabria,1958,2.8790345092529397,,,,,,,,,,,,,
263,7,Cantabria,1959,2.9437302930189597,,,,,,,,,,,,,
264,7,Cantabria,1960,3.1370322590588,,,,,,,,,,,,,
265,7,Cantabria,1961,3.32762067980577,16.7099990844727,3.1800000667572004,37.9199981689453,5.619999885559079,31.6800003051758,4.90000009536743,,,,,,,
266,7,Cantabria,1962,3.55534143565008,,,,,,,,,,,,,
267,7,Cantabria,1963,3.7714226250647096,18.2399997711182,2.9400000572204603,36.180000305175795,5.75,32.5999984741211,4.28999996185303,,,,,,,
268,7,Cantabria,1964,3.83940290567092,,,,,,,9.68474006652832,284.568359375,20.741380691528303,6.54473781585693,2.7377266883850098,,25.9189758300781
269,7,Cantabria,1965,3.90609832737521,16.2099990844727,2.77999997138977,36.75,6.28999996185303,33.240001678466804,4.73999977111816,9.56692123413086,286.330200195312,21.5585098266602,6.80100536346436,2.78703331947327,,28.1631698608398
270,7,Cantabria,1966,4.03213348432256,,,,,,,9.45053100585938,288.415008544922,22.4632587432861,7.09592056274414,2.84099197387695,,29.719242095947298
271,7,Cantabria,1967,4.15595544130248,14.970000267028801,2.6900000572204603,35.8699989318848,6.17999982833862,34.580001831054695,5.71999979019165,9.335551261901859,291.33538818359403,23.524522781372102,7.431251049041751,2.90978312492371,,28.967601776123
272,7,Cantabria,1968,4.37589251494551,,,,,,,9.221964836120609,292.683197021484,26.6404342651367,7.78354120254517,2.9324495792388903,,29.9379234313965
